Scheme,DXCC,Reference,Name,Type,Lat,Long,Locator
ONBOTA,209,B/ON-0102,Bunker 8 Grensstelling Bocholt,WW II,51.25470,5.29467,JO21PG
ONBOTA,209,B/ON-0103,Hemiksem,WW II,51.15037,4.36488,JO21ED
ONBOTA,209,B/ON-0104,Keerbergen,WW II,50.99379,4.61198,JO20HX
ONBOTA,209,B/ON-0105,Bunker  Scott Post,WW I,50.85384,2.98765,JO10LU
ONBOTA,209,B/ON-0106,Putte 7,WW II,51.34522,4.42253,JO21FI
ONBOTA,209,B/ON-0107,Schorvoort,WW II,51.31105,4.96734,JO21LH
ONBOTA,209,B/ON-0108,Baby Elephant,WWI ,50.85517,2.98827,JO10LU
ONBOTA,209,B/ON-0109,Mol,WW II,51.24011,5.19566,JO21OF
ONBOTA,209,B/ON-0110,Haasdonk 11,WW II,51.18390,4.23063,JO21CE
ONBOTA,209,B/ON-0111,Mol-Rauw 2,WW II,51.23718,5.21662,JO21OF
ONBOTA,209,B/ON-0112,Witgoor,WW II,51.23966,5.16280,JO21NF
ONBOTA,209,B/ON-0113,Vrasene 17,WW II,51.22485,4.21603,JO21CF
ONBOTA,209,B/ON-0114,Haasdonk 12,WW II,51.19274,4.22791,JO21CE
ONBOTA,209,B/ON-0115,Putte 8,WW II,51.34639,4.41366,JO21EI
ONBOTA,209,B/ON-0116,Peulis 5,WW II,51.04633,4.57831,JO21GB
ONBOTA,209,B/ON-0117,Ertvelde 1,WW II,51.16390,3.73209,JO11UD
ONBOTA,209,B/ON-0118,Ertvelde 2,WW II,51.16384,3.72909,JO11UD
ONBOTA,209,B/ON-0119,Kwatrecht 1,WW II,50.98957,3.82992,JO10VX
ONBOTA,209,B/ON-0120,Heedwijk 1,WW II,50.93606,3.72407,JO10UW
ONBOTA,209,B/ON-0121,Landskouter 2,WW II,50.96875,3.77965,JO10VX
ONBOTA,209,B/ON-0122,Duitse Bunker Airfield Gontrode,WW II,50.98231,3.78894,JO10VX
ONBOTA,209,B/ON-0123,Baaigem 2,WW II,50.93551,3.71736,JO10UW
ONBOTA,209,B/ON-0124,Baaigem 3,WW II,50.93524,3.71543,JO10UW
ONBOTA,209,B/ON-0125,Kluizen,WW II,51.15874,3.74267,JO11UD
ONBOTA,209,B/ON-0126,Heedwijk 2,WW II,50.93604,3.73129,JO10UW
ONBOTA,209,B/ON-0127,Munte 1,WW II,50.93970,3.73944,JO10UW
ONBOTA,209,B/ON-0128,Heedwijk 3,WW II,50.93855,3.72379,JO10UW
ONBOTA,209,B/ON-0129,Tervenen 1,WW II,51.16899,3.72076,JO11UE
ONBOTA,209,B/ON-0130,Gijzenzele 1,WW II,50.97222,3.80436,JO10VX
ONBOTA,209,B/ON-0131,Gontrode 2,WW II,50.97763,3.80999,JO10VX
ONBOTA,209,B/ON-0132,Heedwijk 4,WW II,50.94196,3.72852,JO10UW
ONBOTA,209,B/ON-0133,Oosterzele 1,WW II,50.95633,3.80177,JO10VW
ONBOTA,209,B/ON-0134,Heet,WW II,50.94559,3.75501,JO10VW
ONBOTA,209,B/ON-0135,Epernonbunker Merkem,WW II,50.95444,2.87595,JO10KW
ONBOTA,209,B/ON-0136,Moortsele 1,WW II,50.95284,3.77000,JO10VW
ONBOTA,209,B/ON-0137,Oosterzele 3,WW II,50.95640,3.80007,JO10VW
ONBOTA,209,B/ON-0138,Steenberge 1,WW II,50.95027,3.71941,JO10UW
ONBOTA,209,B/ON-0139,Gijzenzele 2,WW II,50.96327,3.80977,JO10VX
ONBOTA,209,B/ON-0140,Munte 2,WW II,50.94520,3.73748,JO10UW
ONBOTA,209,B/ON-0141,Oosterzele 4,WW II,50.96040,3.80836,JO10VX
ONBOTA,209,B/ON-0142,Gijzenzele 3,WW II,50.96409,3.81024,JO10VX
ONBOTA,209,B/ON-0143,Steenberge 2,WW II,50.95379,3.73537,JO10UW
ONBOTA,209,B/ON-0144,Oosterzele 5,WW II,50.96080,3.81165,JO10VX
ONBOTA,209,B/ON-0145,Sas,WW I,50.90994,2.87031,JO10KV
ONBOTA,209,B/ON-0146,Landskouter 3,WW II,50.96302,3.80682,JO10VX
ONBOTA,209,B/ON-0147,Oosterzele 6,WW II,50.95763,3.80414,JO10VW
ONBOTA,209,B/ON-0148,Observatiebunkers Atlantikwall,WW II,51.16185,2.75808,JO10VW
ONBOTA,209,B/ON-0149,Steenberge 3,WW II,50.95158,3.72711,JO10UW
ONBOTA,209,B/ON-0150,Heedwijk 5,WW II,50.94010,3.72455,JO10UW
ONBOTA,209,B/ON-0151,Melsen 2,WW II,50.95304,3.70146,JO10UW
ONBOTA,209,B/ON-0152,Leffinge,WW II,51.18573,2.87758,JO11KE
ONBOTA,209,B/ON-0153,Steenberge 4,WW II,50.95205,3.72846,JO10UW
ONBOTA,209,B/ON-0154,Bunker Grote Beverdijk Oudekapelle,WW I,51.01645,2.79529,JO11JA
ONBOTA,209,B/ON-0155,Haacht 3,WW II,50.97235,4.65588,JO20HX
ONBOTA,209,B/ON-0156,Heedwijk 6,WW II,50.93573,3.72291,JO10UW
ONBOTA,209,B/ON-0157,Munte 3,WW II,50.93890,3.73755,JO10UW
ONBOTA,209,B/ON-0158,O-L-Vr-Waver 2,WW II,51.06799,4.57178,JO21GB
ONBOTA,209,B/ON-0159,Landskouter 4,WW II,50.96026,3.79757,JO10VX
ONBOTA,209,B/ON-0160,Steenberge 5,WW II,50.95646,3.80291,JO10VW
ONBOTA,209,B/ON-0161,Oosterzele 8,WW II,50.95687,3.79718,JO10VW
ONBOTA,209,B/ON-0162,Landskouter 5,WW II,50.96774,3.77314,JO10VX
ONBOTA,209,B/ON-0163,Bunker Hollandstellung,WW II,51.33461,3.36508,JO11QI
ONBOTA,209,B/ON-0164,Landskouter 6,WW II,50.95826,3.79697,JO10VW
ONBOTA,209,B/ON-0165,Moortsele 2,WW II,50.95721,3.76942,JO10VW
ONBOTA,209,B/ON-0166,Munte 5,WW II,50.94336,3.74691,JO10UW
ONBOTA,209,B/ON-0167,Heedwijk 7,WW II,50.93607,3.72910,JO10UW
ONBOTA,209,B/ON-0168,Munte 6,WW II,50.93797,3.73628,JO10UW
ONBOTA,209,B/ON-0169,Munte 7,WW II,50.93853,3.73508,JO10UW
ONBOTA,209,B/ON-0170,Munte 8,WW II,50.93792,3.73294,JO10UW
ONBOTA,209,B/ON-0171,Munte 9,WW II,50.93672,3.73231,JO10UW
ONBOTA,209,B/ON-0172,Gontrode 3,WW II,50.97964,3.81365,JO10VX
ONBOTA,209,B/ON-0173,Westende,WW II,51.14666,2.77656,JO11JD
ONBOTA,209,B/ON-0174,Ertvelde 3,WW II,51.16570,3.73318,JO11UD
ONBOTA,209,B/ON-0175,Duitse Bunker Airfield Gontrode,WW II,50.98154,3.78713,JO10VX
ONBOTA,209,B/ON-0176,Heedwijk 8,WW II,50.93657,3.72789,JO10UW
ONBOTA,209,B/ON-0177,Heedwijk 9,WW II,50.93765,3.72489,JO10UW
ONBOTA,209,B/ON-0178,Ertvelde 4,WW II,51.16677,3.72259,JO11UE
ONBOTA,209,B/ON-0179,Tervenen 2,WW II,51.17010,3.72009,JO11UE
ONBOTA,209,B/ON-0180,Baaigem 4,WW II,50.93624,3.72106,JO10UW
ONBOTA,209,B/ON-0181,Gontrode 5,WW II,50.97873,3.82356,JO10VX
ONBOTA,209,B/ON-0182,Bottelare,WW II,50.96653,3.76337,JO10VX
ONBOTA,209,B/ON-0183,Bunker Bruggenhoofd Gent Me 13,WW II,50.98577,3.82701,JO10VX
ONBOTA,209,B/ON-0184,Gijzenzele 4,WW II,50.97396,3.81947,JO10VX
ONBOTA,209,B/ON-0185,Kwatrecht 3,WW II,50.98527,3.83569,JO10WX
ONBOTA,209,B/ON-0186,Kwatrecht 4,WW II,50.98214,3.82959,JO10VX
ONBOTA,209,B/ON-0187,Heedwijk 10,WW II,50.95772,3.80409,JO10VW
ONBOTA,209,B/ON-0188,Kwatrecht,WW II,50.98578,3.82690,JO10VX
ONBOTA,209,B/ON-0189,Baaigem 5,WW II,50.94047,3.71281,JO10UW
ONBOTA,209,B/ON-0190,Baaigem 6,WW II,50.94041,3.71670,JO10UW
ONBOTA,209,B/ON-0191,Baaigem 7,WW II,50.93575,3.71008,JO10UW
ONBOTA,209,B/ON-0192,Antwerpen,WW II,51.18272,4.40158,JO21EE
ONBOTA,209,B/ON-0193,Antwerpen,WW II,51.18384,4.40482,JO21EE
ONBOTA,209,B/ON-0194,Haacht 4,WW II,50.98514,4.64459,JO20HX
ONBOTA,209,B/ON-0195,Puttekomheide,WW II,50.98983,4.62672,JO20HX
ONBOTA,209,B/ON-0196,Haacht 5,WW II,50.97751,4.65237,JO20HX
ONBOTA,209,B/ON-0197,Herkenroot,WW II,50.95209,4.65670,JO20HW
ONBOTA,209,B/ON-0198,Tildonk 3,WW II,50.94801,4.65623,JO20HW
ONBOTA,209,B/ON-0199,Bunker KW Line LW12 Florival,WW II,50.75766,4.64595,JO20HS
ONBOTA,209,B/ON-0200,Rozieren,WW II,50.72399,4.54446,JO20GR
ONBOTA,209,B/ON-0201,Menen,WW II,50.79492,3.11591,JO10NT
ONBOTA,209,B/ON-0202,Observatiebunker Atlantikwall Leffinge ,WW II,51.20076,2.84509,JO11KE
ONBOTA,209,B/ON-0203,Hill 60 Britisch Bunker,WW II,50.82350,2.93037,JO10LT
ONBOTA,209,B/ON-0204,Dendermonde Arsenaal,WW I,51.02558,4.09926,JO21BA
ONBOTA,209,B/ON-0205,Dendermonde Bastion V + Bunker,WW I,51.02659,4.10410,JO21BA
ONBOTA,209,B/ON-0206,Dendermonde Bastion IX,WWI,51.02996,4.09255,JO21BA
ONBOTA,209,B/ON-0207,Dendermonde Bastion VIII,WWI,51.02720,4.09448,JO21BA
ONBOTA,209,B/ON-0208,Monitor Bunker Oostende,WW II,51.23515,2.92807,JO11LF
ONBOTA,209,B/ON-0209,Duitse Observatiebunker Knokke Heist,WW I,51.33482,3.36730,JO11QI
ONBOTA,209,B/ON-0210,Stützpunkt Hundius Oostende,WW II,51.23752,2.92724,JO11LF
ONBOTA,209,B/ON-0211,Manschappenbunker Hollandstellung,WW II,51.33580,3.36488,JO11QI
ONBOTA,209,B/ON-0212,Manschappenbunker Hollandstellung,WW II,51.33964,3.36802,JO11QI
ONBOTA,209,B/ON-0213,Britse Bunker vaart Ieper-Komen,WW I,50.84182,2.87791,JO10KU
ONBOTA,209,B/ON-0214,Hollandse Kazerne,WW I,51.03290,4.09789,JO21BA
ONBOTA,209,B/ON-0215,Advanced Dressing Station,WW I,50.87102,2.87375,JO10KU
ONBOTA,209,B/ON-0216,Duitse bunker,WW I,50.81064,3.15864,JO10NT
ONBOTA,209,B/ON-0217,Bunker 30 Grensstelling Bocholt Kanaal,WW II,51.13304,5.63667,JO21TD
ONBOTA,209,B/ON-0218,Bunker 19 Grensstelling Bocholt Kanaal,WW II,51.21852,5.51961,JO21SF
ONBOTA,209,B/ON-0219,Bunker 20 Grensstelling Bocholt Kanaal,WW II,51.20832,5.53260,JO21SE
ONBOTA,209,B/ON-0220,Bunker 21 Grensstelling Bocholt Kanaal,WW II,51.19922,5.54422,JO21SE
ONBOTA,209,B/ON-0221,Bunker 10 Grensstelling Bocholt Kanaal,WW II,51.24343,5.35857,JO21QF
ONBOTA,209,B/ON-0222,Bunker 11 Grensstelling Bocholt Kanaal,WW II,51.23818,5.38417,JO21QF
ONBOTA,209,B/ON-0223,Bunker 12 Grensstelling Bocholt Kanaal,WW II,51.23788,5.38568,JO21QF
ONBOTA,209,B/ON-0224,Bunker 4f Grensstelling Bocholt Kanaal,WW II,51.23894,5.22624,JO21OF
ONBOTA,209,B/ON-0225,Bunker 6f Grensstelling Bocholt Kanaal,WW II,51.25404,5.28304,JO21PG
ONBOTA,209,B/ON-0226,Bunker 9 Grensstelling Bocholt Kanaal,WW II,51.24918,5.33061,JO21PF
ONBOTA,209,B/ON-0227,Bunker 2f Grensstelling Bocholt Kanaal,WW II,51.23802,5.20930,JO21OF
ONBOTA,209,B/ON-0228,Bunker 14 Grensstelling Bocholt Kanaal,WW II,51.23455,5.42301,JO21RF
ONBOTA,209,B/ON-0229,Bunker 13 Grensstelling Bocholt Kanaal,WW II,51.23622,5.40399,JO21QF
ONBOTA,209,B/ON-0230,Bunker 16 Grensstelling Bocholt Kanaal,WW II,51.23221,5.44881,JO21RF
ONBOTA,209,B/ON-0231,Bunker 17 Grensstelling Bocholt Kanaal,WW II,51.23015,5.47262,JO21RF
ONBOTA,209,B/ON-0232,Bunker 18 Grensstelling Bocholt Kanaal,WW II,51.22810,5.49528,JO21RF
ONBOTA,209,B/ON-0233,Hollandstellung - Commandobunker ,WWI WWII,51.33901,3.35289,JO11QI
ONBOTA,209,B/ON-0234,Duitse Manschappenbunker,WW II,51.30331,3.36031,JO11QH
ONBOTA,209,B/ON-0235,Hollandstellung Manschappenbunker,WWI WWII,51.34106,3.34222,JO11QI
ONBOTA,209,B/ON-0236,Publieke schuilkelder Oudenaarde,WW II,50.84613,3.60243,JO10TU
ONBOTA,209,B/ON-0237,Bunker Ni9 KW-linie Pamel,WW II,50.83916,4.06165,JO20AU
ONBOTA,209,B/ON-0238,KW-Linie - Bunker C14,WW II,51.16982,4.48922,JO21FE
ONBOTA,209,B/ON-0239,KW-Linie - Bunker VC7,WW II,51.16276,4.50774,JO21GD
ONBOTA,209,B/ON-0240,KW-Linie - Bunker PE5,WW II,51.03373,4.57073,JO21GA
ONBOTA,209,B/ON-0241,KW-Linie - Bunker PS6,WW II,51.01284,4.58438,JO21HA
ONBOTA,209,B/ON-0242,KW-Linie - Bunker PS8,WW II,51.01970,4.58283,JO21GA
ONBOTA,209,B/ON-0243,KW-Linie - Bunker PS9,WW II,51.02509,4.57997,JO21GA
ONBOTA,209,B/ON-0244,KW-Linie - Bunker RY4,WW II,51.00085,4.59039,JO21HA
ONBOTA,209,B/ON-0245,KW-Linie - Bunker VA31,WW II,51.00784,4.57250,JO21GA
ONBOTA,209,B/ON-0246,KW-Linie - Bunker VA33 I,WW II,50.99928,4.58472,JO20HX
ONBOTA,209,B/ON-0247,KW-Linie - PS3-Kazemat Bonheiden,WW II,51.01692,4.58748,JO21HA
ONBOTA,209,B/ON-0248,KW-Linie - Bunker VB43,WW II,50.96383,4.57508,JO20GX
ONBOTA,209,B/ON-0249,KW-Linie - Bunker VC21,WW II,50.98567,4.56693,JO20GX
ONBOTA,209,B/ON-0250,KW-Linie - Bunker VC23,WW II,50.98794,4.57565,JO20GX
ONBOTA,209,B/ON-0251,KW-Linie - Bunker ML7,WW II,51.17729,4.62980,JO21HE
ONBOTA,209,B/ON-0252,KW-Linie - Bunker ML2,WW II,51.19469,4.61402,JO21HE
ONBOTA,209,B/ON-0253,KW-Linie - Bunker ML6,WW II,51.18031,4.62737,JO21HE
ONBOTA,209,B/ON-0254,KW-Linie - Bunker ML8,WW II,51.17351,4.62620,JO21HE
ONBOTA,209,B/ON-0255,Duitse Bunker Ua1,WW II,51.18245,2.98768,JO11LE
ONBOTA,209,B/ON-0256,Duitse Bunker Ua2,WW II,51.18208,2.99357,JO11LE
ONBOTA,209,B/ON-0257,Duitse Bunker Ua3,WW II,51.17970,2.99724,JO11LE
ONBOTA,209,B/ON-0258,Bunker Koolkerke,WW I,51.24345,3.21708,JO11OF
ONBOTA,209,B/ON-0259,KW-Linie - Bunker IB2,WW II,51.10907,4.55506,JO21GC
ONBOTA,209,B/ON-0260,KW-Linie - Bunker IB3,WW II,51.10489,4.56526,JO21GC
ONBOTA,209,B/ON-0261,KW-Linie - Bunker IB4,WW II,51.10162,4.56579,JO21GC
ONBOTA,209,B/ON-0262,KW-Linie - Bunker IB5,WW II,51.09810,4.56479,JO21GC
ONBOTA,209,B/ON-0263,KW-Linie - Bunker IB6,WW II,51.09608,4.56048,JO21GC
ONBOTA,209,B/ON-0264,KW-Linie - Bunker IB9,WW II,51.10721,4.55070,JO21GC
ONBOTA,209,B/ON-0265,KW-Linie - Bunker KO1,WW II,51.09190,4.55295,JO21GC
ONBOTA,209,B/ON-0266,KW-Linie - Bunker P6,WW II,51.09497,4.57319,JO21GC
ONBOTA,209,B/ON-0267,KW-Linie - Bunker VA25,WW II,51.08109,4.54905,JO21GB
ONBOTA,209,B/ON-0268,KW-Linie - Bunker VB25,WW II,51.09980,4.52164,JO21GC
ONBOTA,209,B/ON-0269,KW-Linie - Bunker VC13,WW II,51.09452,4.53398,JO21GC
ONBOTA,209,B/ON-0270,KW-Linie - Bunker TPM7,WW II,51.05530,4.48144,JO21FB
ONBOTA,209,B/ON-0271,KW-Linie - Bunker ML10,WW II,51.16501,4.61498,JO21HD
ONBOTA,209,B/ON-0272,KW-Linie - Bunker ML14,WW II,51.15568,4.59063,JO21HD
ONBOTA,209,B/ON-0273,KW-Linie - Bunker C27,WW II,50.97424,4.61901,JO20HX
ONBOTA,209,B/ON-0274,KW-Linie - Bunker H1,WW II,50.99076,4.61916,JO20HX
ONBOTA,209,B/ON-0275,KW-Linie - Bunker H3,WW II,50.98748,4.63990,JO20HX
ONBOTA,209,B/ON-0276,KW-Linie - Bunker H3 bis,WW II,50.98629,4.64261,JO20HX
ONBOTA,209,B/ON-0277,KW-Linie - Bunker H7,WW II,50.97291,4.65796,JO20HX
ONBOTA,209,B/ON-0278,KW-Linie - Bunker HA1,WW II,50.98150,4.63660,JO20HX
ONBOTA,209,B/ON-0279,KW-Linie - Bunker HA4,WW II,50.97719,4.62823,JO20HX
ONBOTA,209,B/ON-0280,KW-Linie - Bunker HA5,WW II,50.97502,4.63008,JO20HX
ONBOTA,209,B/ON-0281,KW-Linie - Bunker HA6,WW II,50.97364,4.64186,JO20HX
ONBOTA,209,B/ON-0282,KW-Linie - Bunker P36,WW II,50.98724,4.61389,JO20HX
ONBOTA,209,B/ON-0283,KW-Linie - Bunker P39,WW II,50.98461,4.63542,JO20HX
ONBOTA,209,B/ON-0284,KW-Linie - Bunker VA38,WW II,50.97014,4.62158,JO20HX
ONBOTA,209,B/ON-0285,KW-Linie - Bunker VC27,WW II,50.97126,4.60315,JO20HX
ONBOTA,209,B/ON-0286,KW-Linie - Spoorwegbunker F7 Heverlee,WW II,50.86542,4.71341,JO20IU
ONBOTA,209,B/ON-0287,KW-Linie - Spoorwegbunker F8 Heverlee,WW II,50.86168,4.69065,JO20IU
ONBOTA,209,B/ON-0288,KW-Linie - Bunker VB17,WW II,51.14316,4.49087,JO21FD
ONBOTA,209,B/ON-0289,KW-Linie - Bunker L34,WW II,50.99474,4.62124,JO20HX
ONBOTA,209,B/ON-0290,KW-Linie - Bunker P32,WW II,51.00511,4.61914,JO21HA
ONBOTA,209,B/ON-0291,KW-Linie - Bunker L5,WW II,51.10530,4.58371,JO21HC
ONBOTA,209,B/ON-0292,KW-Linie - Bunker L7,WW II,51.09532,4.57801,JO21GC
ONBOTA,209,B/ON-0293,KW-Linie - Bunker L8,WW II,51.09378,4.57703,JO21GC
ONBOTA,209,B/ON-0294,KW-Linie - Bunker L9,WW II,51.09038,4.56876,JO21GC
ONBOTA,209,B/ON-0295,KW-Linie - Bunker P3,WW II,51.10725,4.58018,JO21GC
ONBOTA,209,B/ON-0296,W-Linie - Bunker P5,WW II,51.09867,4.57603,JO21GC
ONBOTA,209,B/ON-0297,KW-Linie - Bunker P8,WW II,51.08143,4.56420,JO21GB
ONBOTA,209,B/ON-0298,KW-Linie - Bunker P9,WW II,51.07821,4.56255,JO21GB
ONBOTA,209,B/ON-0299,KW-Linie - Bunker VD11,WW II,51.12902,4.46082,JO21FD
ONBOTA,209,B/ON-0300,KW-Linie - Bunker VD13,WW II,51.12556,4.47911,JO21FD
ONBOTA,209,B/ON-0301,KW-Linie - Bunker C13,WW II,51.15253,4.54934,JO21GD
ONBOTA,209,B/ON-0302,KW-Linie - Bunker L2,WW II,51.12324,4.58425,JO21HC
ONBOTA,209,B/ON-0303,KW-Linie - Bunker L3,WW II,51.11714,4.58654,JO21HC
ONBOTA,209,B/ON-0304,KW-Linie - Bunker L4,WW II,51.11404,4.58622,JO21HC
ONBOTA,209,B/ON-0305,KW-Linie - Bunker ML16,WW II,51.14461,4.57760,JO21GD
ONBOTA,209,B/ON-0306,KW-Linie - Bunker ML17,WW II,51.14005,4.57561,JO21GD
ONBOTA,209,B/ON-0307,KW-Linie - Bunker VA15,WW II,51.14124,4.55018,JO21GD
ONBOTA,209,B/ON-0308,KW-Linie - Bunker VA19,WW II,51.11815,4.54485,JO21GC
ONBOTA,209,B/ON-0309,KW-Linie - Bunker VA21,WW II,51.11168,4.54930,JO21GC
ONBOTA,209,B/ON-0310,KW-Linie - Bunker VB2,WW II,51.10326,4.51568,JO21GC
ONBOTA,209,B/ON-0311,KW-Linie - MG-bunker Lier,WW II,51.12299,4.57858,JO21GC
ONBOTA,209,B/ON-0312,KW-Linie - Bunker C16,WW II,51.12573,4.50110,JO21GD
ONBOTA,209,B/ON-0313,Bunker Swinnenwijer Genk,WW II,50.93691,5.49746,JO20RW
ONBOTA,209,B/ON-0314,KW-Linie - Bunker TPM14,WW II,51.04129,4.49312,JO21FA
ONBOTA,209,B/ON-0315,KW-Linie - Bunker C24,WW II,51.01824,4.52773,JO21GA
ONBOTA,209,B/ON-0316,KW-Linie - Bunker TPM19,WW II,51.02159,4.52087,JO21GA
ONBOTA,209,B/ON-0317,KW-Linie - Bunker TPM20,WW II,51.02122,4.52680,JO21GA
ONBOTA,209,B/ON-0318,KW-Linie - Bunker TPM22,WW II,51.01651,4.52889,JO21GA
ONBOTA,209,B/ON-0319,KW-Linie - Bunker L11,WW II,51.07264,4.57259,JO21GB
ONBOTA,209,B/ON-0320,KW-Linie - Bunker L17,WW II,51.05642,4.58401,JO21HB
ONBOTA,209,B/ON-0321,KW-Linie - Bunker P16,WW II,51.05362,4.57902,JO21GB
ONBOTA,209,B/ON-0322,KW-Linie - Bunker P17,WW II,51.04879,4.57839,JO21GB
ONBOTA,209,B/ON-0323,KW-Linie - Bunker Sint-Ursula-Instituut,WW II,51.06448,4.58001,JO21GB
ONBOTA,209,B/ON-0324,Bunker Ni6 KW-linie Pamel,WW II,50.83583,4.05553,JO20AU
ONBOTA,209,B/ON-0325,Bunker Ni7 KW-linie Pamel,WW II,50.83712,4.05282,JO20AU
ONBOTA,209,B/ON-0326,Bunker Ni8 KW-linie Pamel,WW II,50.84130,4.05668,JO20AU
ONBOTA,209,B/ON-0327,KW-Linie - Bunker P19,WW II,51.04210,4.57948,JO21GB
ONBOTA,209,B/ON-0328,KW-Linie - Bunker P21,WW II,51.03769,4.58096,JO21GA
ONBOTA,209,B/ON-0329,KW-Linie - Bunker P22,WW II,51.03591,4.58334,JO21HA
ONBOTA,209,B/ON-0330,KW-Linie - Bunker PE7,WW II,51.03763,4.56552,JO21GA
ONBOTA,209,B/ON-0331,KW-Linie - Bunker C19,WW II,51.06844,4.54892,JO21GB
ONBOTA,209,B/ON-0332,KW-Linie - Bunker C20,WW II,51.06737,4.51122,JO21GB
ONBOTA,209,B/ON-0333,KW-Linie - Bunker GH1,WW II,51.07272,4.56042,JO21GB
ONBOTA,209,B/ON-0334,KW-Linie - Bunker GH8,WW II,51.07025,4.55734,JO21GB
ONBOTA,209,B/ON-0335,KW-Linie - Bunker L13,WW II,51.07036,4.57625,JO21GB
ONBOTA,209,B/ON-0336,KW-Linie - Bunker L15,WW II,51.06491,4.58122,JO21GB
ONBOTA,209,B/ON-0337,KW-Linie - Bunker P10,WW II,51.07196,4.56688,JO21GB
ONBOTA,209,B/ON-0338,KW-Linie - Bunker Sint-Katelijne-Waver,WW II,51.06875,4.56484,JO21GB
ONBOTA,209,B/ON-0339,KW-Linie - Bunker TPM1,WW II,51.06946,4.47018,JO21FB
ONBOTA,209,B/ON-0340,KW-Linie - Bunker TPM15,WW II,51.04049,4.50020,JO21GA
ONBOTA,209,B/ON-0341,KW-Linie - Bunker TPM16,WW II,51.03993,4.50248,JO21GA
ONBOTA,209,B/ON-0342,KW-Linie - Bunker TPM5,WW II,51.06175,4.47734,JO21FB
ONBOTA,209,B/ON-0343,KW-Linie - Bunker TPM6,WW II,51.05985,4.48062,JO21FB
ONBOTA,209,B/ON-0344,KW-Linie - Bunker VB27,WW II,51.08003,4.51360,JO21GB
ONBOTA,209,B/ON-0345,KW-Linie - Bunker VB29,WW II,51.05543,4.51230,JO21GB
ONBOTA,209,B/ON-0346,KW-Linie - L15 Kazemat Sint-Katelijne-Waver,WW II,51.06491,4.58122,JO21GB
ONBOTA,209,B/ON-0347,KW-Linie - Bunker A2,WW II,50.93859,4.66671,JO20IW
ONBOTA,209,B/ON-0348,KW-Linie - Bunker TH1,WW II,50.94080,4.64581,JO20HW
ONBOTA,209,B/ON-0349,KW-Linie - Bunker TH2,WW II,50.94116,4.64153,JO20HW
ONBOTA,209,B/ON-0350,KW-Linie - Bunker TH3,WW II,50.94295,4.64005,JO20HW
ONBOTA,209,B/ON-0351,KW-Linie - Bunker VA45,WW II,50.93698,4.64018,JO20HW
ONBOTA,209,B/ON-0352,KW-Linie - Bunker A1,WW II,50.93923,4.66589,JO20HW
ONBOTA,209,B/ON-0353,KW-Linie - Bunker H14,WW II,50.94436,4.66435,JO20HW
ONBOTA,209,B/ON-0354,KW-Linie - Bunker P42,WW II,50.95802,4.65482,JO20HW
ONBOTA,209,B/ON-0355,KW-Linie - Bunker P43,WW II,50.95656,4.65603,JO20HW
ONBOTA,209,B/ON-0356,KW-Linie - Bunker P46,WW II,50.94477,4.65773,JO20HW
ONBOTA,209,B/ON-0357,KW-Linie - Bunker WE1,WW II,50.96185,4.63970,JO20HX
ONBOTA,209,B/ON-0358,KW-Linie - Bunker WE4,WW II,50.95483,4.64707,JO20HW
ONBOTA,209,B/ON-0359,KW-Linie - Bunker VB11,WW II,51.18610,4.51780,JO21GE
ONBOTA,209,B/ON-0360,Duitse Bunker Beveren,WW II,51.23082,4.22389,JO21CF
ONBOTA,209,B/ON-0361,Hospital Bunker FAS Luchtvaartmuseum Wevelgem,WW I WW II,50.82059,3.21839,JO10OT
ONBOTA,209,B/ON-0362,Britse Kazemat Vlamertinge,WW I,50.85299,2.78159,JO10JU
ONBOTA,209,B/ON-0363,Britse Kazemat Ieper,WW I,50.84699,2.87943,JO10KU
ONBOTA,209,B/ON-0364,Duitse Bunker Harelbeke N36,WW I,50.85841,3.33129,JO10PU
ONBOTA,209,B/ON-0365,Duitse Kazemat Kokzijde - Bad,WW II,51.11509,2.64936,JO11HC
ONBOTA,209,B/ON-0366,Heinrich-basis - FA-schuilplaats,WW II,51.33299,3.36578,JO11QH
ONBOTA,209,B/ON-0367,Regelbau 667 Kazemat Zandvoorde,WW II,51.19792,2.93494,JO11LE
ONBOTA,209,B/ON-0368,Duitse Observatiepost Zandvoorde,WW II,51.19478,2.93088,JO11LE
ONBOTA,209,B/ON-0369,WN Wolf - Regelbau 630 Bunker,WW II,51.20045,2.91689,JO11LE
ONBOTA,209,B/ON-0370,Rivierkazemat Vroenhoven,WW II,50.83075,5.64176,JO20TT
ONBOTA,209,B/ON-0371,Atlantikwall - HKB Groenendijk,WW II,51.13012,2.72176,JO11ID
ONBOTA,209,B/ON-0372,Duitse Bunker FA HWB schuilplaats,WW II,51.20423,2.88095,JO11KE
ONBOTA,209,B/ON-0373,Bunker Lienne 10 Chevron,WW II,50.37525,5.72660,JO20UJ
ONBOTA,209,B/ON-0374,Bunkers LI 11 Chevron,WW II,50.37766,5.73402,JO20UJ
ONBOTA,209,B/ON-0375,Bunker Cheneux,WW II,50.39611,5.81962,JO20VJ
ONBOTA,209,B/ON-0376,Bunker Trois-Ponts,WW II,50.37425,5.87029,JO20WI
ONBOTA,209,B/ON-0377,Bunker B - Position Avancée Stavelot,WW II,50.38944,5.92893,JO20XJ
