Scheme,DXCC,Reference,Name,Type,Lat,Long,Locator
9MBOTA,45,B/9M-0001,Penang War Museum (bunker),Unknown,5.28159,100.28883,OJ05DG
9MBOTA,45,B/9M-0002,Ipoh Airport (bunker),Unknown,4.57016,101.10203,OJ04NN
9MBOTA,45,B/9M-0003,Kota Kuala Muda Pillbox (bunker),Unknown,5.67291,100.37066,OJ05EQ
9MBOTA,45,B/9M-0004,Mount Erskine (bunker),Unknown,5.44229,100.30314,OJ05DK
9MBOTA,45,B/9M-0005,Teluk Kumbar Pillbox (bunker),Unknown,5.29116,100.23274,OJ05CG
9MBOTA,45,B/9M-0006,Banding Memorial Gallery (bunker),Unknown,5.54338,101.34091,OJ05QN
9MBOTA,45,B/9M-0007,Kelantan Riverbank (bunker),Unknown,6.13096,102.23400,OJ16CD
9MBOTA,45,B/9M-0008,Kudat Pinangsoo Cave (bunker),Unknown,6.93147,116.80794,OJ86JW
9MBOTA,45,B/9M-0009,Gunung Panti (bunker),Unknown,1.88449,103.91710,OJ11XV
9MBOTA,45,B/9M-0010,Tanjung Pengelih (bunker),Unknown,1.36863,104.08963,OJ21BI
9MBOTA,45,B/9M-0011,Pantai Pelindung  (bunker),Unknown,3.82800,103.37516,OJ13QT
9MBOTA,45,B/9M-0012,Pantai Beserah (bunker),Unknown,3.89689,103.36615,OJ13QV
9MBOTA,45,B/9M-0013,Pantai Teluk Cempedak (bunker),Unknown,3.81406,103.37213,OJ13QT
9MBOTA,45,B/9M-0014,Pantai Merdeka (bunker),Unknown,5.67178,100.37035,OJ05EQ
9MBOTA,45,B/9M-0015,Green Ridge (bunker),Unknown,4.33231,101.15545,OJ04NH
9MBOTA,45,B/9M-0016,Pantai Chap  (bunker),Unknown,6.03718,102.41285,OJ16EA
9MBOTA,45,B/9M-0017,Pantai Kundur (bunker),Unknown,6.20663,102.25350,OJ16DE
9MBOTA,45,B/9M-0018,Reservoir Park (bunker),Unknown,1.55321,110.34610,OJ51EN
9MBOTA,45,B/9M-0019,Pantai Perupok (bunker),Unknown,6.08947,102.39218,OJ16EC
9MBOTA,45,B/9M-0020,Dataran Kubu Pengkalan Attap (bunker),Unknown,5.83607,102.54937,OJ15GU
9MBOTA,45,B/9M-0021,Laman Kubu British 1939 (bunker),Unknown,1.72671,103.89232,OJ11WR
9MBOTA,45,B/9M-0022,Kampung Bohor (bunker),Unknown,6.17115,100.40360,OJ06EE
9MBOTA,45,B/9M-0023,Pillbox Kampung Baung (bunker),Unknown,6.16102,102.27662,OJ16DD
9MBOTA,45,B/9M-0024,Kampung Lalang Luas (bunker),Unknown,5.81774,102.20129,OJ15CT
9MBOTA,45,B/9M-0025,Dataran Kubu Kuala Gel (bunker),Unknown,6.00141,102.42981,OJ16FA
9MBOTA,45,B/9M-0026,Dutch Fort Pulau Pangkor (bunker),Unknown,4.20286,100.57540,OJ04GE
9MBOTA,45,B/9M-0027,Fort Margherita (The Brooke Gallery) (bunker),Unknown,1.56078,110.34943,OJ51EN
9MBOTA,45,B/9M-0028,Matang Museum Kota Ngah Ibrahim (bunker),Unknown,4.81337,100.67623,OJ04IT
9MBOTA,45,B/9M-0029,Fort Emma (bunker),Unknown,2.10180,112.15801,OJ62BC
9MBOTA,45,B/9M-0030,Fort Hose (bunker),Unknown,4.17733,114.32472,OJ74DE
9MBOTA,45,B/9M-0031,Fort Alice (bunker),Unknown,1.24000,111.46185,OJ51RF
9MBOTA,45,B/9M-0032,Fort Arundell (bunker),Unknown,1.16372,111.83312,OJ51VD
9MBOTA,45,B/9M-0033,Fort Sylvia (bunker),Unknown,2.10815,112.93175,OJ62LC
9MBOTA,45,B/9M-0034,Kubu Long Akah (bunker),Unknown,3.31874,114.79060,OJ73JH
9MBOTA,45,B/9M-0035,Fort Lily (bunker),Unknown,1.42098,111.52754,OJ51SK
9MBOTA,45,B/9M-0036,Fort Charles (bunker),Unknown,1.79970,111.11999,OJ51NT
9MBOTA,45,B/9M-0037,A Famosa (bunker),Unknown,2.19181,102.25037,OJ12DE
9MBOTA,45,B/9M-0038,Pillbox Jalan Dato Ismail Hashim (bunker),Unknown,5.32965,100.27578,OJ05DH
9MBOTA,45,B/9M-0039,Pillbox Jalan Gertak Sanggul (bunker),Unknown,5.28803,100.22549,OJ05CG
9MBOTA,45,B/9M-0040,Lukut Museum (bunker),Unknown,2.56828,101.82282,OJ02VN
9MBOTA,45,B/9M-0041,Fort Supai (bunker),Unknown,2.38833,101.97175,OJ02XJ
9MBOTA,45,B/9M-0042,Fort Iskandar (bunker),Unknown,2.88812,102.54911,OJ12GV
9MBOTA,45,B/9M-0043,Pulau Bewok Bunker (bunker),Unknown,3.77988,103.30588,OJ13PS
9MBOTA,45,B/9M-0044,Kepala Batas Bunker (bunker),Unknown,6.19962,100.41206,OJ06EE
9MBOTA,45,B/9M-0045,Johor Lama Museum (bunker),Unknown,1.58071,104.01781,OJ21AN
9MBOTA,45,B/9M-0046,Kuala Kedah Museum (bunker),Unknown,6.10892,100.28665,OJ06DC
DLBOTA,230,B/DL-0001,Führungsstelle des NVR – 5001,,52.77746,13.53894,JO62ss
DLBOTA,230,B/DL-0002,Funksendezentrale – 5002,,52.85843,13.60174,JO62tu
DLBOTA,230,B/DL-0003,Führungsbunker MfS – 5005,,52.78805,13.60005,JO62ts
DLBOTA,230,B/DL-0004,"Kurier-, Melde- und Verteilerzentrale – 5020",,52.71365,13.53732,JO62sr
DLBOTA,230,B/DL-0005,Teilgeschützte Sendestelle – 5021,,52.90751,13.75397,JO62vv
DLBOTA,230,B/DL-0006,Troposphärenempfangsstelle,,52.78348,13.53744,JO62ss
DLBOTA,230,B/DL-0007,Goebbels Bunker,,52.77398,13.52601,JO62ss
DLBOTA,230,B/DL-0008,Gefechtsstand 41. Fla-Raketenbrigarde,,52.71783,13.60044,JO62tr
DLBOTA,230,B/DL-0009,RAFüSt NVR Hennickendorf,,52.16074,13.11406,JO62nd
DLBOTA,230,B/DL-0010,Bunker Zurow,,53.86752,11.61478,JO53tu
DLBOTA,230,B/DL-0011,Ausweichsitz Verfassungsorgane BRD,,50.54135,7.08003,JO30mm
DLBOTA,230,B/DL-0012,Sendestelle des ehemaligen Regierungsbunkers –,,50.60987,6.80741,JO30jo
DLBOTA,230,B/DL-0013,Bundesbank-Bunker Cochem,,50.15211,7.17436,JO30od
DLBOTA,230,B/DL-0014,Ausweichsitz der Landesregierung Saarland SANI I,,49.53019,6.89772,JN39km
DLBOTA,230,B/DL-0015,Fernmeldezentrale SANI II,,49.53511,6.89954,JN39km
DLBOTA,230,B/DL-0016,Ausweichsitz Nordrhein-Westfalen,,50.50666,6.57658,JO30gm
DLBOTA,230,B/DL-0017,Ausweichsitz Schleswig Holstein – SIMON,,54.71738,9.43881,JO44rr
DLBOTA,230,B/DL-0018,Ausweichsitz Schleswig Holstein – LUDWIG,,54.69983,9.20986,JO44oq
DLBOTA,230,B/DL-0019,Ausweichsitz Baden-Württenberg CITA,,48.72845,8.66619,JN48hr
DLBOTA,230,B/DL-0020,Ausweichsitz bayrische Staatsregierung,,47.85265,11.50002,JN57su
DLBOTA,230,B/DL-0021,Ausweichsitz Rheinland-Pfalz,,49.74179,8.10967,JN49br
DLBOTA,230,B/DL-0022,Ausweichsitz Hessen,,50.04359,8.04653,JO40ab
DLBOTA,230,B/DL-0023,Rückwertige Führungsstelle MB V,,53.60773,12.23082,JO63co
DLBOTA,230,B/DL-0024,Postbunker Strausberg,,52.54973,13.85442,JO62wn
DLBOTA,230,B/DL-0025,Hauptführungsstelle MfNV,,52.69366,13.97715,JO62xq
DLBOTA,230,B/DL-0026,Fernmeldebunker Kunersdorf,,52.67605,14.13994,JO72bq
DLBOTA,230,B/DL-0027,Rechenzentrum MfNV,,52.54179,13.93223,JO62xn
DLBOTA,230,B/DL-0028,Funksendezentrale Kagel,,52.47131,13.90967,JO62wl
DLBOTA,230,B/DL-0029,Hauptnachrichtenzentrale HptNZ,,52.59358,13.92129,JO62xo
DLBOTA,230,B/DL-0030,GS Volksmarine,,53.99100,12.43678,JO63fx
DLBOTA,230,B/DL-0031,Ausweichführungsstelle MdI,,52.70914,13.81692,JO62vr
DLBOTA,230,B/DL-0032,abgesetzte Sendestelle MdI,,52.77083,13.77611,JO62vs
DLBOTA,230,B/DL-0033,GS 1. Flottille,,54.08857,13.86685,JO64wc
DLBOTA,230,B/DL-0034,GS 4. Flottille,,54.18627,12.28892,JO64de
DLBOTA,230,B/DL-0035,GS 6. Flottille,,54.68078,13.43142,JO64rq
DLBOTA,230,B/DL-0036,Sonderwaffenlager Großenhain,,51.30501,13.54923,JO61sh
DLBOTA,230,B/DL-0037,Gefechtsstand 43. Fla-Raketenbrigarde,,54.16528,12.21616,JO64cd
DLBOTA,230,B/DL-0038,Shelter Flugplatz Peenemünde,Shelter,54.16048,13.76293,JO64vd
DLBOTA,230,B/DL-0039,Windeckbunker Bonn,,50.73521,7.09684,JO30nr
DLBOTA,230,B/DL-0040,Hochbunker Rostock,Hochbunker,54.09584,12.10575,JO64bc
DLBOTA,230,B/DL-0041,GS MB-III,,51.64283,12.72332,JO61ip
DLBOTA,230,B/DL-0042,GS 3. Armee,,50.79908,12.46595,JO60ft
DLBOTA,230,B/DL-0043,GS MB-V,,53.49333,13.16633,JO63nl
DLBOTA,230,B/DL-0044,GS 5. Armee,,53.39456,12.05838,JO63aj
DLBOTA,230,B/DL-0045,Lagerbunker MB2,,52.23648,12.82029,JO62jf
DLBOTA,230,B/DL-0046,GS FRA – 4331,,54.43465,13.02263,JO64mk
DLBOTA,230,B/DL-0047,Troposphären-Funkstation 301,,52.74145,13.96197,JO62xr
DLBOTA,230,B/DL-0048,Troposphären-Funkstation 302,,54.06110,12.72374,JO64ib
DLBOTA,230,B/DL-0049,Troposphären-Funkstation 303,,51.30152,13.81118,JO61vh
DLBOTA,230,B/DL-0050,Flakturm III Humboldthain,,52.54740,13.38472,JO62qn
DLBOTA,230,B/DL-0051,Anhalter Hochbunker,Hochbunker,52.50281,13.38028,JO62qm
DLBOTA,230,B/DL-0052,Bunker der Pionierkaserne,,52.49150,13.54010,JO62sl
DLBOTA,230,B/DL-0053,Hochbunker der Kaserne des Flakregiments 12,Hochbunker,52.42834,13.35134,JO62qk
DLBOTA,230,B/DL-0054,Einmannbunker Neunkirchen,,49.34978,7.16862,JN39oi
DLBOTA,230,B/DL-0055,Kindsbach Cave Bunker Anlage,,49.41581,7.61818,JN39tj
DLBOTA,230,B/DL-0056,Bunker oder Geschützstellung Beckingen,,49.38734,6.68970,JN39ij
DLBOTA,230,B/DL-0057,Bunker (Flakbatterie Schwartenbek),,54.35133,10.04999,JO54ai
DLBOTA,230,B/DL-0058,Peilstelle (Moorteufel),,54.31023,9.06148,JO44mh
DLBOTA,230,B/DL-0059,Bunkerstollen / Luftschutzbunker Helgoland,,54.18144,7.88564,JO34we
DLBOTA,230,B/DL-0060,Flandernbunker Kiel,,54.35463,10.13879,JO54bi
DLBOTA,230,B/DL-0061,Westwallbunker Dilligen,,49.34940,6.71187,JN39ii
DLBOTA,230,B/DL-0062,Bunker WH 316,,49.21874,7.03232,JN39mf
DLBOTA,230,B/DL-0063,Westwallbunker Rastatt,,48.84232,8.19409,JN48cu
DLBOTA,230,B/DL-0064,Zivilschutzanlage Hochstraße,,49.20693,7.03449,JN39me
DLBOTA,230,B/DL-0065,Winkelbunker Lingen,,52.51528,7.31674,JO32pm
DLBOTA,230,B/DL-0066,Hochbunker Bauart Winkel Kirchmöser,Hochbunker,52.39263,12.41042,JO62ej
DLBOTA,230,B/DL-0067,Salzgitter-Bunker in Kumpa Bau 134a,,51.29512,11.85443,JO51wh
DLBOTA,230,B/DL-0068,Bunker Gifhorn,,52.48920,10.54281,JO52gl
DLBOTA,230,B/DL-0069,Luftschutzturm Reiherdamm,,53.53555,9.96923,JO43xm
DLBOTA,230,B/DL-0070,Reichsbankbunker,,52.52370,13.38403,JO62qm
DLBOTA,230,B/DL-0071,Fichtebunker,,52.49021,13.41246,JO62ql
DLBOTA,230,B/DL-0072,Pallaseum,,52.49413,13.35917,JO62ql
DLBOTA,230,B/DL-0073,OP-Bunker Teichstraße,,52.57229,13.34855,JO62qn
DLBOTA,230,B/DL-0074,Kegelturm RAW,,52.50713,13.45447,JO62rm
DLBOTA,230,B/DL-0075,abges. Sendestelle AFüSt BV Potsdam,,52.44293,12.96353,JO62lk
DLBOTA,230,B/DL-0076,Kinobunker Remscheid,,51.17142,7.18393,JO31oe
DLBOTA,230,B/DL-0077,B 219a,Maschinengewehrschartenstand mit Mauerscharte B- Stand (SK),49.62439,7.06672,JN39mo
DLBOTA,230,B/DL-0078,Hochbunker Blumenstraße München,Hochbunker,48.13379,11.57353,JN58sd
DLBOTA,230,B/DL-0079,Hochbunker Prinzregentenstraße (Kunstbunker Tumulka),Hochbunker,48.13889,11.60946,JN58td
DLBOTA,230,B/DL-0080,Hochbunker Sonnwendjochstraße München,Hochbunker,48.12092,11.64535,JN58tc
DLBOTA,230,B/DL-0081,Tiefbunker Bochum Amtsplatz,Tiefbunker,51.49142,7.19526,JO31ol
DLBOTA,230,B/DL-0082,Hochbunker Togostraße Bremen,Hochbunker,53.12641,8.74568,JO43id
DLBOTA,230,B/DL-0083,Luftschutz Magdeburg,,52.09111,11.64746,JO52tc
DLBOTA,230,B/DL-0084,Bunker BPS Magdeburg,,52.16286,11.63933,JO52td
DLBOTA,230,B/DL-0085,FuTK-515,,50.44728,11.45263,JO50rk
DLBOTA,230,B/DL-0086,abges. Sendestelle D78,,52.69498,13.40625,JO62qq
DLBOTA,230,B/DL-0087,Bunker UNI Magdeburg,,52.13988,11.64870,JO52td
DLBOTA,230,B/DL-0088,Bunker Magdeburg Bahnhofstr.,,52.12626,11.62705,JO52td
DLBOTA,230,B/DL-0089,Tiefgarage (Hängebrücke) Passau,,48.57493,13.47040,JN68rn
DLBOTA,230,B/DL-0090,Luftschutzbunker Nr. 3 Viktoriaplatz,,51.67424,7.80104,JO31vq
DLBOTA,230,B/DL-0091,abgs. Sendestelle AFüSt bv Leipzig,,51.38033,12.60829,JO61hj
DLBOTA,230,B/DL-0092,Hochbunker Schusterstr.,Hochbunker,51.25685,7.13449,JO31ng
DLBOTA,230,B/DL-0093,KEL Rostock Stadt,,54.06394,12.28909,JO64db
DLBOTA,230,B/DL-0094,Hochbunker in Bonn-Poppelsdorf,Hochbunker,50.71882,7.08536,JO30nr
DLBOTA,230,B/DL-0095,ehem. Standortmunitionsniederlage INGSTETTEN,Munitionsdepot,48.41135,9.63883,JN48tj
DLBOTA,230,B/DL-0096,Hochbunker Quellenstraße,Hochbunker,48.12658,11.58596,JN58td
DLBOTA,230,B/DL-0097,16/012 Groß Köris,,52.16777,13.75440,JO62ve
DLBOTA,230,B/DL-0098,Luftschutzbunker,,54.29095,10.08164,JO54ag
DLBOTA,230,B/DL-0099,WK II Bunker Erbach,,49.65871,8.98929,JN49lp
DLBOTA,230,B/DL-0100,Westwall Geldernstellung Friedhof Nütterden,Regelbau 102,51.79014,6.06318,JO31as
DLBOTA,230,B/DL-0101,AFüSt-BV Rostock,,54.06766,12.26564,JO64db
DLBOTA,230,B/DL-0102,AFüSt-BV Schwerin,,53.58998,11.59177,JO53to
DLBOTA,230,B/DL-0103,AFüSt-BV Neubrandenburg,,53.47434,13.19624,JO63ol
DLBOTA,230,B/DL-0104,AFüSt-BV Potsdam,,52.42192,12.98959,JO62lk
DLBOTA,230,B/DL-0105,AFüSt – BV Frankfurt/Oder,,52.36092,14.29893,JO72di
DLBOTA,230,B/DL-0106,AFüSt – BV Cottbus,,51.70843,14.35096,JO71er
DLBOTA,230,B/DL-0107,AFüSt – BV Magdeburg,,52.18037,11.82873,JO52ve
DLBOTA,230,B/DL-0108,AFüSt-BV Halle,,51.62964,12.00424,JO61ap
DLBOTA,230,B/DL-0109,AFüSt-BV Leipzig,,51.37986,12.64490,JO61hj
DLBOTA,230,B/DL-0110,AFüSt – BV Erfurt,,50.88644,11.28995,JO50pv
DLBOTA,230,B/DL-0111,AFüSt – Dresden,,51.27261,14.04245,JO71ag
DLBOTA,230,B/DL-0112,AFüSt – BV Karl-Marx-Stadt,,50.76586,13.01371,JO60ms
DLBOTA,230,B/DL-0113,AFüSt – BV Gera,,50.92065,11.92716,JO50xw
DLBOTA,230,B/DL-0114,AFüSt – BV Suhl,,50.60614,10.84635,JO50ko
DLBOTA,230,B/DL-0115,AFüSt – BV Berlin,,52.66842,13.72257,JO62uq
DLBOTA,230,B/DL-0116,AFüSt-MfS – HAVIII,,52.50119,13.66962,JO62um
DLBOTA,230,B/DL-0117,AFüSt – HVA,,52.38406,13.69224,JO62uj
DLBOTA,230,B/DL-0118,D78,,52.69062,13.41389,JO62qq
DLBOTA,230,B/DL-0119,AFüSt – OD Wismut,,50.64498,12.64828,JO60hp
DLBOTA,230,B/DL-0120,Sonderwaffenlager Lahn,,52.83125,7.62011,JO32tt
DLBOTA,230,B/DL-0121,Thiele-Tee-Bunker (Hochbunker),Hochbunker,53.37315,7.20771,JO33oi
DLBOTA,230,B/DL-0122,Funkmessgeraet MAMMUT Typ F (Radar),,53.67488,6.95273,JO33lq
DLBOTA,230,B/DL-0123,Beobachtungskuppel Berus,Beobachtungskuppel,49.25522,6.68669,JN39ig
DLBOTA,230,B/DL-0124,Werkluftschutzbunker Döhrener Wolle,,52.33086,9.75844,JO42vh
DLBOTA,230,B/DL-0125,Kleiner Shelter (Sperrzeiten WTD91 beachten!),,52.89782,7.45243,JO32rv
DLBOTA,230,B/DL-0126,WGS Pragsdorf,,53.54894,13.41746,JO63rn
DLBOTA,230,B/DL-0127,GSVBw 21 Lüdersen,,52.25071,9.66420,JO42tg
DLBOTA,230,B/DL-0128,abgesetzte Sendestelle Harnekop,,52.73733,13.80385,JO62vr
DLBOTA,230,B/DL-0129,abges. Sendestelle AFüSt BV Neubrabdeburg,,53.46172,13.34033,JO63ql
DLBOTA,230,B/DL-0130,KEL Wernigerode,,51.78582,10.81524,JO51js
DLBOTA,230,B/DL-0131,BEL Suhl,,50.56206,10.69788,JO50in
DLBOTA,230,B/DL-0132,Ludger-Kern-Haus,Luftschutzbunker / heute Proberäume für Bands,49.76701,6.66002,JN39hs
DLBOTA,230,B/DL-0133,Lazarettbunker Wangerooge,,53.79179,7.90577,JO33wt
DLBOTA,230,B/DL-0134,Luftbeobachtungsbunker Elmenhorst,,54.16329,12.01086,JO64ad
DLBOTA,230,B/DL-0135,Bunker 13,,50.29508,9.12821,JO40nh
DLBOTA,230,B/DL-0136,Bunker 224,,49.95651,9.11234,JN49nw
DLBOTA,230,B/DL-0137,Bunker 280,,49.86842,9.16122,JN49nu
DLBOTA,230,B/DL-0138,Bunker 301,,49.83586,9.17957,JN49ou
DLBOTA,230,B/DL-0139,Winkelturm Unterstraße,,51.26028,7.15176,JO31ng
DLBOTA,230,B/DL-0140,Hochbunker Walter-Dodde-Straße,Hochbunker,51.16130,7.07568,JO31md
DLBOTA,230,B/DL-0141,Bunker Solingen,,51.16922,7.08086,JO31me
DLBOTA,230,B/DL-0142,Winkelturm Lüneschloßstr.,,51.16039,7.08016,JO31md
DLBOTA,230,B/DL-0143,Bunker Einsiedelstraße,,53.87728,10.68359,JO53iv
DLBOTA,230,B/DL-0144,Hochbunker Limburg,Hochbunker,50.38474,8.05734,JO40aj
DLBOTA,230,B/DL-0145,Winkelturm Bremen,,53.06016,8.88005,JO43kb
DLBOTA,230,B/DL-0146,Obersalzberg Bunker,,47.63195,13.04118,JN67mp
DLBOTA,230,B/DL-0147,U-Boot-Bunker „Hornisse“,,53.11726,8.73476,JO43ic
DLBOTA,230,B/DL-0148,LS-Türme Trollseelage,,54.80526,9.42638,JO44rt
DLBOTA,230,B/DL-0149,Hochbunker An der Obertrave,Hochbunker,53.86340,10.68076,JO53iu
DLBOTA,230,B/DL-0150,Bunker Westwall,,49.69104,6.87529,JN39kq
DLBOTA,230,B/DL-0151,Hochbunker Salzgitter Heerte,Hochbunker,52.12513,10.38698,JO52ed
DLBOTA,230,B/DL-0152,Shelter Flugplatz Peenemünde,Shelter,54.15382,13.76986,JO64vd
DLBOTA,230,B/DL-0153,Luftschutzbunker Görlitz Sattigplatz,Luftschutzbunker,51.14466,14.98017,JO71ld
DLBOTA,230,B/DL-0154,Bunker Görlitz Wilhelmplatz,,51.14940,14.98729,JO71ld
DLBOTA,230,B/DL-0155,Bamberg Ammunition Plant,,49.91635,10.95920,JN59lv
DLBOTA,230,B/DL-0156,"WH 20 Regelbau 114b, Dillingen-Pachten",Regelbau 114b,49.34972,6.71167,JN39ii
DLBOTA,230,B/DL-0157,Bunker,,51.68939,12.36430,JO61eq
DLBOTA,230,B/DL-0158,Bunker Muldensteiner Berg,,51.65796,12.34153,JO61ep
DLBOTA,230,B/DL-0159,Hochbunker,,52.02407,13.19133,JO62oa
DLBOTA,230,B/DL-0159,Bunker im Landschaftspark Hachinger Tal,Munitionsbunker,48.06852,11.64784,JN58tb
DLBOTA,230,B/DL-0160,Übertragungsstelle Seekabel GSSD,,53.92787,14.19931,JO73cw
DLBOTA,230,B/DL-0161,Postenbunker,,54.14358,13.81257,JO64vd
DLBOTA,230,B/DL-0162,Lagerbunker Neubau,,54.12745,13.79609,JO64vd
DLBOTA,230,B/DL-0163,Lagerbunker,,54.13398,13.79351,JO64vd
DLBOTA,230,B/DL-0164,Familienbunker Waldsiedlung,,52.72664,13.48643,JO62rr
DLBOTA,230,B/DL-0165,FüSt HA PS Waldsiedlung,,52.72850,13.49902,JO62rr
DLBOTA,230,B/DL-0166,KEL Ebersbach,LP-09,51.18684,14.93732,JO71le
DLBOTA,230,B/DL-0167,abgesetzte Sendestelle 1,,52.15623,13.21480,JO62od
DLBOTA,230,B/DL-0168,abgesetzte Sendestelle 2,,52.14318,12.93838,JO62ld
DLBOTA,230,B/DL-0169,GS-31 Kolkwitz,,51.73117,14.21999,JO71cr
DLBOTA,230,B/DL-0170,RFB-1 Leuthen,,51.70807,14.24419,JO71cq
DLBOTA,230,B/DL-0171,RFB-2 Biebersdorf,,52.00307,13.98516,JO62xa
DLBOTA,230,B/DL-0172,RFB-3 Wilmersdorf,,52.25198,14.14593,JO72bg
DLBOTA,230,B/DL-0173,RFB-4 Heinersdorf,,52.47925,14.23561,JO72cl
DLBOTA,230,B/DL-0174,RFB-5 Wollenberg,,52.74185,13.96348,JO62xr
DLBOTA,230,B/DL-0175,RFB-6 Temmen,,53.07977,13.77684,JO63vb
DLBOTA,230,B/DL-0176,RFB-7 Wendorf,,53.38615,13.46971,JO63rj
DLBOTA,230,B/DL-0177,RFB-8 Cölpin,,53.51258,13.43525,JO63rm
DLBOTA,230,B/DL-0178,RFB-9 Kl. Kusewitz,,54.13794,12.21675,JO64cd
DLBOTA,230,B/DL-0179,RFB-10 Dargelütz,,53.49430,11.85194,JO53wl
DLBOTA,230,B/DL-0180,FSA-1,,52.16526,14.00614,JO72ad
DLBOTA,230,B/DL-0181,FSA-2 Großobrigen,,51.03970,11.32840,JO51pa
DLBOTA,230,B/DL-0182,FSA-3,,51.70246,13.94839,JO61xq
DLBOTA,230,B/DL-0183,FSA-4,,53.53071,13.54958,JO63sm
DLBOTA,230,B/DL-0184,Bunker Hubertushöhe,,52.22621,13.98227,JO62xf
DLBOTA,230,B/DL-0185,Bunker Fuchsbau,,52.32348,14.05821,JO72ah
DLBOTA,230,B/DL-0186,Shelter FP Cottbus Drewitz,Shelter,51.88345,14.51681,JO71gv
DLBOTA,230,B/DL-0187,Shelter 2 FP Cottbus Drewitz,Shelter,51.89638,14.53942,JO71gv
DLBOTA,230,B/DL-0188,ehemaliges Sonderwaffenlager der GSSD für nukleare Freifallbomben,Munitionslager,53.29521,12.76706,JO63jh
DLBOTA,230,B/DL-0189,FuTK-431,,53.50465,11.85041,JO53wm
DLBOTA,230,B/DL-0190,Hochbunker Tuchmacherstraße,Hochbunker,51.35353,7.47920,JO31ri
DLBOTA,230,B/DL-0191,KEL Görlitz,LP-09,51.16962,14.94141,JO71le
DLBOTA,230,B/DL-0192,Bunker von Voslapp,,53.58832,8.10185,JO43bo
DLBOTA,230,B/DL-0193,LS-Turm Edzardstr,,53.53279,8.10455,JO43bm
DLBOTA,230,B/DL-0194,Bunker Westmole,,53.54321,8.16555,JO43bn
DLBOTA,230,B/DL-0195,Shelter Wiefelsede,Shelter,53.18458,8.14925,JO43be
DLBOTA,230,B/DL-0196,Bunker Lennep,,51.19092,7.25804,JO31pe
DLBOTA,230,B/DL-0197,Shelter Alexanderheide,Shelter,53.17678,8.17582,JO43ce
DLBOTA,230,B/DL-0199,Bunker Hagen,,51.35792,7.46580,JO31ri
DLBOTA,230,B/DL-0200,Bunker am Ludwigspark (Saarbrücken-Malstatt),,49.24736,6.98461,JN39lf
DLBOTA,230,B/DL-0201,T-1100 Langewerth,Truppenmanschaftsbunker,53.53894,8.04392,JO43am
DLBOTA,230,B/DL-0202,Schutzbunker am Staden Saarbrücken,,49.22573,7.01043,JN39mf
DLBOTA,230,B/DL-0203,Bunker im Deutsch-Französischen-Garten,,49.22420,6.96882,JN39lf
DLBOTA,230,B/DL-0204,Splitterschutzzelle Saarbrücken Burbach Saarterrassen,,49.23491,6.96132,JN39lf
DLBOTA,230,B/DL-0205,Spitzbunker Saarbrücken-Burbach Saarstahl,Spitzbunker,49.23565,6.95638,JN39lf
DLBOTA,230,B/DL-0206,WH 640 in Heckendalheim,,49.23173,7.13399,JN39nf
DLBOTA,230,B/DL-0207,WA642a in Heckendalheim,,49.23332,7.13727,JN39nf
DLBOTA,230,B/DL-0208,T-750 Bremerhaven I,,53.55793,8.58896,JO43hn
DLBOTA,230,B/DL-0209,T1100 Bremerhaven,,53.54646,8.58536,JO43hn
DLBOTA,230,B/DL-0210,Beobachtungsbunker Lerchenberg,LuBeBu,50.95683,13.68306,JO60uw
DLBOTA,230,B/DL-0211,Beobachtungsbunker Cottaer Spitzberg,,50.89964,13.96834,JO60xv
DLBOTA,230,B/DL-0212,KEL Pirna,LP-09,50.90011,13.97149,JO60xv
DLBOTA,230,B/DL-0213,KL-32 Lohmen,,50.97803,13.98559,JO60xx
DLBOTA,230,B/DL-0214,Bunker Petersberg Goslar,,51.91133,10.44577,JO51fv
DLBOTA,230,B/DL-0215,U-Boot-Bunker Valentin,,53.21730,8.50308,JO43gf
DLBOTA,230,B/DL-0223,Ausweichquartier S-H Bunker Wilhelm,,54.85319,8.93097,JO44lu
DLBOTA,230,B/DL-0224,Bunker Fridolin,,48.42532,11.72428,JN58uk
DLBOTA,230,B/DL-0225,Fanbunker Fürth,,49.48982,10.99538,JN59ll
DLBOTA,230,B/DL-0226,Bunker bei Fürth,,49.47160,10.92914,JN59ll
DLBOTA,230,B/DL-0227,Bunker Wodanstraße,,49.43746,11.09530,JN59nk
DLBOTA,230,B/DL-0228,Palmenhofbunker,,49.45131,11.06864,JN59mk
DLBOTA,230,B/DL-0229,Hochbunker Anhalter Platz,Hochbunker,48.18718,11.56138,JN58se
DLBOTA,230,B/DL-0230,Hochbunker Schleißheimer Straße,Hochbunker,48.18139,11.56659,JN58se
DLBOTA,230,B/DL-0231,Hochbunker Lerchenauer Straße,Hochbunker,48.17450,11.55965,JN58se
DLBOTA,230,B/DL-0232,Bunker 5 Oberföring,,48.16472,11.62328,JN58td
DLBOTA,230,B/DL-0233,Marienklausebrücke,,48.09209,11.54942,JN58sc
DLBOTA,230,B/DL-0234,Steinbachtal PSP,,49.76135,9.87213,JN49ws
DLBOTA,230,B/DL-0235,Sondermunitionsdepot Kitzingen,Munitionslager,49.72718,10.11287,JN59br
DLBOTA,230,B/DL-0236,Hochbunker Augustastr.,Hochbunker,51.44486,7.33346,JO31qk
